satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment
SAT0794,CON0794,C285,2024-11-21,3,6,보통이에요.
SAT0795,CON0795,C286,2024-08-25,1,4,전혀 해결이 안 됐어요.
SAT0796,CON0796,C286,2024-04-09,3,4,
SAT0797,CON0797,C286,2024-03-05,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT0798,CON0798,C287,2024-06-20,3,4,보통이에요.
SAT0799,CON0799,C288,2024-06-04,3,5,
SAT0800,CON0800,C289,2024-07-12,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0801,CON0801,C289,2024-03-28,4,7,
SAT0802,CON0802,C289,2024-10-05,3,4,해결은 됐는데 시간이 좀 걸렸어요.
SAT0803,CON0803,C289,2024-09-13,1,1,전혀 해결이 안 됐어요.
SAT0804,CON0804,C290,2024-12-15,4,5,도움이 됐습니다.
SAT0805,CON0805,C290,2024-09-30,4,8,도움이 됐습니다.
SAT0806,CON0806,C290,2024-07-30,3,7,그럭저럭이에요.
SAT0807,CON0807,C291,2024-05-01,3,6,보통이에요.
SAT0808,CON0808,C291,2024-07-29,1,4,전혀 해결이 안 됐어요.
SAT0809,CON0809,C291,2024-11-29,4,2,도움이 됐습니다.
SAT0810,CON0810,C291,2024-05-15,4,7,대체로 만족스러웠어요.
SAT0811,CON0811,C292,2024-05-18,3,7,
SAT0812,CON0812,C292,2024-10-18,3,6,
SAT0813,CON0813,C292,2024-04-11,4,9,도움이 됐습니다.
SAT0814,CON0814,C293,2024-04-26,4,8,대체로 만족스러웠어요.
SAT0815,CON0815,C293,2024-03-15,4,5,도움이 됐습니다.
SAT0816,CON0816,C294,2024-04-09,3,6,보통이에요.
SAT0817,CON0817,C294,2024-04-05,2,5,개선이 필요한 것 같아요.
SAT0818,CON0818,C294,2024-03-08,5,8,
SAT0819,CON0819,C295,2024-07-15,4,6,상담사가 친절했어요.
SAT0820,CON0820,C295,2024-07-21,4,7,상담사가 친절했어요.
SAT0821,CON0821,C295,2024-07-28,5,6,정말 친절하게 도와주셔서 감사해요!
SAT0822,CON0822,C295,2024-07-18,4,9,대체로 만족스러웠어요.
SAT0823,CON0823,C295,2024-07-16,4,7,상담사가 친절했어요.
SAT0824,CON0824,C296,2024-04-21,2,8,처리가 느렸어요.
SAT0825,CON0825,C297,2024-09-16,2,5,기대보다 별로였어요.
SAT0826,CON0826,C297,2024-05-04,5,7,문제가 바로 해결됐어요. 최고입니다.
SAT0827,CON0827,C298,2024-03-06,4,7,상담사가 친절했어요.
SAT0828,CON0828,C299,2024-11-18,4,7,대체로 만족스러웠어요.
SAT0829,CON0829,C299,2024-03-13,2,1,개선이 필요한 것 같아요.
SAT0830,CON0830,C299,2024-10-15,4,4,상담사가 친절했어요.
SAT0831,CON0831,C300,2024-08-01,4,6,대체로 만족스러웠어요.
SAT0832,CON0832,C300,2024-11-24,3,6,그럭저럭이에요.
SAT0833,CON0833,C300,2024-04-18,4,5,
SAT0834,CON0834,C300,2024-01-21,2,5,처리가 느렸어요.
SAT0835,CON0835,C301,2024-07-30,4,4,상담사가 친절했어요.
SAT0836,CON0836,C301,2024-10-28,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT0837,CON0837,C302,2024-04-06,3,3,해결은 됐는데 시간이 좀 걸렸어요.
SAT0838,CON0838,C302,2024-03-09,4,4,
SAT0839,CON0839,C302,2024-08-04,2,6,
SAT0840,CON0840,C302,2024-09-04,3,8,
SAT0841,CON0841,C303,2024-09-24,1,9,다음엔 이용하고 싶지 않아요.
SAT0842,CON0842,C303,2024-12-30,3,5,
SAT0843,CON0843,C303,2024-03-02,2,3,기대보다 별로였어요.
SAT0844,CON0844,C304,2024-02-17,4,6,도움이 됐습니다.
SAT0845,CON0845,C305,2024-11-18,5,5,정말 친절하게 도와주셔서 감사해요!
SAT0846,CON0846,C305,2024-07-19,3,5,그럭저럭이에요.
SAT0847,CON0847,C306,2024-05-20,4,3,상담사가 친절했어요.
SAT0848,CON0848,C306,2024-01-19,4,5,상담사가 친절했어요.
SAT0849,CON0849,C306,2024-08-28,5,5,빠른 처리에 매우 만족합니다.
SAT0850,CON0850,C307,2024-08-29,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0851,CON0851,C308,2024-03-12,3,1,보통이에요.
SAT0852,CON0852,C308,2024-02-15,4,4,도움이 됐습니다.
SAT0853,CON0853,C309,2024-08-25,5,6,
SAT0854,CON0854,C309,2024-09-12,1,1,너무 불만족스러워요.
SAT0855,CON0855,C309,2024-08-22,4,4,
SAT0856,CON0856,C309,2024-08-29,3,4,
SAT0857,CON0857,C309,2024-08-20,3,2,
SAT0858,CON0858,C310,2024-04-22,5,7,
SAT0859,CON0859,C311,2024-06-12,4,6,상담사가 친절했어요.
SAT0860,CON0860,C311,2024-12-10,3,8,그럭저럭이에요.
SAT0861,CON0861,C311,2024-01-08,2,5,기대보다 별로였어요.
SAT0862,CON0862,C313,2024-06-04,4,7,
SAT0863,CON0863,C313,2024-10-14,4,5,상담사가 친절했어요.
SAT0864,CON0864,C314,2024-08-03,4,7,대체로 만족스러웠어요.
SAT0865,CON0865,C314,2024-02-05,4,8,상담사가 친절했어요.
SAT0866,CON0866,C314,2024-10-20,4,9,
SAT0867,CON0867,C315,2024-01-31,3,4,그럭저럭이에요.
SAT0868,CON0868,C315,2024-11-21,2,5,기대보다 별로였어요.
SAT0869,CON0869,C315,2024-02-28,3,8,보통이에요.
SAT0870,CON0870,C316,2024-06-19,3,6,보통이에요.
SAT0871,CON0871,C316,2024-10-03,2,5,
SAT0872,CON0872,C316,2024-09-14,1,6,다음엔 이용하고 싶지 않아요.
SAT0873,CON0873,C317,2024-05-26,3,6,보통이에요.
SAT0874,CON0874,C317,2024-06-20,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0875,CON0875,C318,2024-10-19,5,4,문제가 바로 해결됐어요. 최고입니다.
SAT0876,CON0876,C318,2024-05-02,3,8,그럭저럭이에요.
SAT0877,CON0877,C318,2024-04-11,5,5,정말 친절하게 도와주셔서 감사해요!
SAT0878,CON0878,C319,2024-12-28,4,7,도움이 됐습니다.
SAT0879,CON0879,C320,2024-02-17,2,7,
SAT0880,CON0880,C320,2024-08-17,3,6,
SAT0881,CON0881,C320,2024-05-05,3,9,보통이에요.
SAT0882,CON0882,C321,2024-09-21,4,4,대체로 만족스러웠어요.
SAT0883,CON0883,C322,2024-10-17,5,4,
SAT0884,CON0884,C322,2024-10-18,3,6,
SAT0885,CON0885,C322,2024-01-19,4,8,상담사가 친절했어요.
SAT0886,CON0886,C323,2024-10-22,3,7,보통이에요.
SAT0887,CON0887,C324,2024-08-12,4,6,상담사가 친절했어요.
SAT0888,CON0888,C324,2024-05-01,4,8,상담사가 친절했어요.
SAT0889,CON0889,C325,2024-07-22,2,2,처리가 느렸어요.
SAT0890,CON0890,C326,2024-11-16,5,7,
SAT0891,CON0891,C326,2024-01-20,4,6,
SAT0892,CON0892,C326,2024-12-12,3,5,보통이에요.
SAT0893,CON0893,C327,2024-12-25,4,7,
SAT0894,CON0894,C327,2024-05-03,3,7,보통이에요.
SAT0895,CON0895,C328,2024-02-16,4,4,대체로 만족스러웠어요.
SAT0896,CON0896,C329,2024-08-23,4,2,대체로 만족스러웠어요.
SAT0897,CON0897,C329,2024-03-24,2,5,개선이 필요한 것 같아요.
SAT0898,CON0898,C329,2024-01-27,3,4,그럭저럭이에요.
SAT0899,CON0899,C330,2024-02-28,2,5,처리가 느렸어요.
SAT0900,CON0900,C331,2024-06-09,2,5,
SAT0901,CON0901,C331,2024-05-17,3,8,그럭저럭이에요.
SAT0902,CON0902,C332,2024-07-28,2,4,
SAT0903,CON0903,C332,2024-11-27,4,7,
SAT0904,CON0904,C332,2024-01-27,4,4,도움이 됐습니다.
SAT0905,CON0905,C332,2024-09-20,5,4,
SAT0906,CON0906,C333,2024-12-14,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0907,CON0907,C333,2024-01-31,2,4,
SAT0908,CON0908,C334,2024-07-11,2,5,
SAT0909,CON0909,C334,2024-10-26,2,5,
SAT0910,CON0910,C335,2024-12-08,3,3,그럭저럭이에요.
SAT0911,CON0911,C336,2024-06-13,2,5,개선이 필요한 것 같아요.
SAT0912,CON0912,C336,2024-08-09,2,2,처리가 느렸어요.
SAT0913,CON0913,C337,2024-04-06,5,8,
SAT0914,CON0914,C337,2024-01-23,5,6,
SAT0915,CON0915,C337,2024-09-29,3,7,보통이에요.
SAT0916,CON0916,C337,2024-04-27,3,8,
SAT0917,CON0917,C338,2024-09-17,4,8,상담사가 친절했어요.
SAT0918,CON0918,C338,2024-07-10,4,4,도움이 됐습니다.
SAT0919,CON0919,C338,2024-02-11,3,5,
SAT0920,CON0920,C339,2024-07-17,4,6,
SAT0921,CON0921,C339,2024-11-02,4,4,상담사가 친절했어요.
SAT0922,CON0922,C339,2024-07-20,3,5,
SAT0923,CON0923,C340,2024-04-11,4,9,상담사가 친절했어요.
SAT0924,CON0924,C340,2024-09-23,4,7,상담사가 친절했어요.
SAT0925,CON0925,C341,2024-07-01,4,6,상담사가 친절했어요.
SAT0926,CON0926,C342,2024-08-13,5,2,
SAT0927,CON0927,C342,2024-05-26,3,6,그럭저럭이에요.
SAT0928,CON0928,C343,2024-08-20,2,5,기대보다 별로였어요.
SAT0929,CON0929,C343,2024-01-05,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0930,CON0930,C344,2024-10-24,3,6,
SAT0931,CON0931,C344,2024-10-02,3,7,보통이에요.
SAT0932,CON0932,C345,2024-02-11,4,7,상담사가 친절했어요.
SAT0933,CON0933,C346,2024-09-16,1,4,전혀 해결이 안 됐어요.
SAT0934,CON0934,C346,2024-08-09,1,7,다음엔 이용하고 싶지 않아요.
SAT0935,CON0935,C347,2024-03-31,4,7,
SAT0936,CON0936,C347,2024-02-15,5,7,
SAT0937,CON0937,C347,2024-05-24,3,5,
SAT0938,CON0938,C347,2024-07-19,3,5,
SAT0939,CON0939,C348,2024-09-22,3,6,보통이에요.
SAT0940,CON0940,C349,2024-07-17,2,4,개선이 필요한 것 같아요.
SAT0941,CON0941,C349,2024-04-19,2,7,기대보다 별로였어요.
SAT0942,CON0942,C349,2024-01-15,4,6,상담사가 친절했어요.
SAT0943,CON0943,C350,2024-06-23,5,5,빠른 처리에 매우 만족합니다.
SAT0944,CON0944,C350,2024-03-18,2,6,개선이 필요한 것 같아요.
SAT0945,CON0945,C350,2024-02-01,3,7,그럭저럭이에요.
SAT0946,CON0946,C350,2024-03-11,4,7,
SAT0947,CON0947,C351,2024-12-31,4,6,도움이 됐습니다.
SAT0948,CON0948,C351,2024-09-03,4,6,도움이 됐습니다.
SAT0949,CON0949,C351,2024-01-31,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0950,CON0950,C351,2024-02-27,4,6,상담사가 친절했어요.
SAT0951,CON0951,C352,2024-09-30,4,5,
SAT0952,CON0952,C352,2024-10-20,2,4,
SAT0953,CON0953,C352,2024-09-11,3,6,보통이에요.
SAT0954,CON0954,C352,2024-10-07,1,3,너무 불만족스러워요.
SAT0955,CON0955,C352,2024-09-15,4,7,
SAT0956,CON0956,C352,2024-10-18,1,2,너무 불만족스러워요.
SAT0957,CON0957,C353,2024-04-25,4,5,상담사가 친절했어요.
SAT0958,CON0958,C353,2024-02-11,2,7,처리가 느렸어요.
SAT0959,CON0959,C353,2024-07-04,2,7,처리가 느렸어요.
SAT0960,CON0960,C353,2024-11-09,2,3,기대보다 별로였어요.
SAT0961,CON0961,C354,2024-06-28,4,7,상담사가 친절했어요.
SAT0962,CON0962,C354,2024-10-18,2,5,개선이 필요한 것 같아요.
SAT0963,CON0963,C354,2024-07-30,4,7,대체로 만족스러웠어요.
SAT0964,CON0964,C354,2024-04-30,3,8,그럭저럭이에요.
SAT0965,CON0965,C355,2024-04-22,2,7,
SAT0966,CON0966,C355,2024-02-27,3,6,보통이에요.
SAT0967,CON0967,C355,2024-11-06,3,7,보통이에요.
SAT0968,CON0968,C356,2024-05-30,2,6,
SAT0969,CON0969,C356,2024-06-03,4,3,상담사가 친절했어요.
SAT0970,CON0970,C356,2024-03-31,4,8,
SAT0971,CON0971,C356,2024-05-01,3,5,
SAT0972,CON0972,C357,2024-05-21,2,6,기대보다 별로였어요.
SAT0973,CON0973,C357,2024-08-08,4,6,도움이 됐습니다.
SAT0974,CON0974,C358,2024-06-15,5,7,
SAT0975,CON0975,C359,2024-03-17,2,6,기대보다 별로였어요.
SAT0976,CON0976,C360,2024-06-15,4,7,
SAT0977,CON0977,C360,2024-09-06,3,6,
SAT0978,CON0978,C362,2024-07-29,4,2,대체로 만족스러웠어요.
SAT0979,CON0979,C363,2024-02-10,5,5,
SAT0980,CON0980,C363,2024-10-17,3,2,
SAT0981,CON0981,C363,2024-02-09,3,5,
SAT0982,CON0982,C364,2024-12-04,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0983,CON0983,C364,2024-06-11,1,6,
SAT0984,CON0984,C364,2024-04-27,4,6,대체로 만족스러웠어요.
SAT0985,CON0985,C365,2024-01-10,1,6,너무 불만족스러워요.
SAT0986,CON0986,C365,2024-06-25,5,6,
SAT0987,CON0987,C366,2024-03-20,4,7,
SAT0988,CON0988,C367,2024-10-12,4,6,대체로 만족스러웠어요.
SAT0989,CON0989,C368,2024-01-16,4,5,대체로 만족스러웠어요.
SAT0990,CON0990,C368,2024-06-23,5,7,문제가 바로 해결됐어요. 최고입니다.
SAT0991,CON0991,C368,2024-11-04,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT0992,CON0992,C369,2024-03-15,4,6,
SAT0993,CON0993,C369,2024-01-31,4,7,도움이 됐습니다.
SAT0994,CON0994,C369,2024-04-03,4,7,
SAT0995,CON0995,C370,2024-03-17,2,3,
SAT0996,CON0996,C370,2024-03-03,4,7,
SAT0997,CON0997,C371,2024-08-18,5,5,정말 친절하게 도와주셔서 감사해요!
SAT0998,CON0998,C371,2024-03-15,3,5,그럭저럭이에요.
SAT0999,CON0999,C371,2024-05-17,5,8,정말 친절하게 도와주셔서 감사해요!
SAT1000,CON1000,C371,2024-12-08,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT1001,CON1001,C372,2024-02-17,3,5,보통이에요.
SAT1002,CON1002,C372,2024-04-20,3,5,
SAT1003,CON1003,C373,2024-02-28,2,7,
SAT1004,CON1004,C373,2024-06-14,5,8,
SAT1005,CON1005,C373,2024-08-19,4,7,
SAT1006,CON1006,C373,2024-10-30,4,6,도움이 됐습니다.
SAT1007,CON1007,C374,2024-06-14,3,7,
SAT1008,CON1008,C375,2024-07-05,5,9,정말 친절하게 도와주셔서 감사해요!
SAT1009,CON1009,C375,2024-07-29,4,4,대체로 만족스러웠어요.
SAT1010,CON1010,C376,2024-12-17,2,9,기대보다 별로였어요.
SAT1011,CON1011,C376,2024-02-03,5,5,
SAT1012,CON1012,C376,2024-05-05,5,9,
SAT1013,CON1013,C376,2024-04-21,2,3,처리가 느렸어요.
SAT1014,CON1014,C377,2024-05-08,1,3,다음엔 이용하고 싶지 않아요.
SAT1015,CON1015,C377,2024-08-14,2,4,
SAT1016,CON1016,C377,2024-11-09,4,7,상담사가 친절했어요.
SAT1017,CON1017,C377,2025-01-02,4,6,
SAT1018,CON1018,C378,2024-10-15,1,7,너무 불만족스러워요.
SAT1019,CON1019,C379,2024-06-01,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT1020,CON1020,C380,2024-08-14,5,8,빠른 처리에 매우 만족합니다.
SAT1021,CON1021,C380,2024-04-05,3,6,그럭저럭이에요.
SAT1022,CON1022,C381,2024-02-20,3,3,보통이에요.
SAT1023,CON1023,C382,2024-01-06,4,7,대체로 만족스러웠어요.
SAT1024,CON1024,C382,2024-10-01,3,6,
SAT1025,CON1025,C382,2024-06-07,3,6,
SAT1026,CON1026,C383,2024-09-11,5,3,빠른 처리에 매우 만족합니다.
SAT1027,CON1027,C383,2024-03-29,4,5,상담사가 친절했어요.
SAT1028,CON1028,C383,2024-03-30,4,8,도움이 됐습니다.
SAT1029,CON1029,C384,2024-10-22,2,3,기대보다 별로였어요.
SAT1030,CON1030,C384,2024-10-05,4,10,대체로 만족스러웠어요.
SAT1031,CON1031,C384,2024-10-08,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT1032,CON1032,C384,2024-10-05,4,6,
SAT1033,CON1033,C385,2024-08-08,4,6,상담사가 친절했어요.
SAT1034,CON1034,C386,2024-10-17,4,5,상담사가 친절했어요.
SAT1035,CON1035,C386,2024-11-07,3,7,보통이에요.
SAT1036,CON1036,C386,2024-10-04,4,7,상담사가 친절했어요.
SAT1037,CON1037,C386,2024-11-27,4,8,
SAT1038,CON1038,C387,2024-03-13,5,8,문제가 바로 해결됐어요. 최고입니다.
SAT1039,CON1039,C388,2024-10-17,3,4,보통이에요.
SAT1040,CON1040,C389,2024-03-31,5,5,정말 친절하게 도와주셔서 감사해요!
SAT1041,CON1041,C390,2024-04-28,4,6,
SAT1042,CON1042,C390,2024-09-21,3,4,
SAT1043,CON1043,C391,2024-08-05,4,7,대체로 만족스러웠어요.
SAT1044,CON1044,C391,2024-07-15,4,6,대체로 만족스러웠어요.
SAT1045,CON1045,C391,2024-07-04,4,4,상담사가 친절했어요.
SAT1046,CON1046,C392,2024-01-18,2,5,개선이 필요한 것 같아요.
SAT1047,CON1047,C393,2024-12-18,3,4,해결은 됐는데 시간이 좀 걸렸어요.
SAT1048,CON1048,C394,2024-01-15,5,9,정말 친절하게 도와주셔서 감사해요!
SAT1049,CON1049,C395,2024-11-25,5,7,
SAT1050,CON1050,C395,2024-02-09,3,4,
SAT1051,CON1051,C397,2024-03-17,3,6,
SAT1052,CON1052,C397,2024-10-19,4,8,대체로 만족스러웠어요.
SAT1053,CON1053,C397,2024-11-28,3,4,해결은 됐는데 시간이 좀 걸렸어요.
SAT1054,CON1054,C397,2024-09-27,4,5,대체로 만족스러웠어요.
SAT1055,CON1055,C398,2024-03-11,1,1,다음엔 이용하고 싶지 않아요.
SAT1056,CON1056,C398,2024-12-19,4,5,상담사가 친절했어요.
SAT1057,CON1057,C399,2024-07-29,4,4,
SAT1058,CON1058,C399,2024-10-15,2,4,기대보다 별로였어요.
SAT1059,CON1059,C399,2024-11-08,2,5,
SAT1060,CON1060,C399,2024-10-06,3,4,
SAT1061,CON1061,C400,2024-03-21,3,3,
SAT1062,CON1062,C401,2024-06-28,3,6,
SAT1063,CON1063,C403,2024-02-15,4,6,도움이 됐습니다.
SAT1064,CON1064,C403,2024-03-24,4,10,상담사가 친절했어요.
SAT1065,CON1065,C403,2024-08-08,1,7,다음엔 이용하고 싶지 않아요.
SAT1066,CON1066,C404,2024-09-19,2,7,
SAT1067,CON1067,C405,2024-09-13,4,8,
SAT1068,CON1068,C405,2024-02-10,5,9,
SAT1069,CON1069,C405,2024-10-17,4,7,
SAT1070,CON1070,C405,2024-11-26,3,7,
SAT1071,CON1071,C406,2024-02-16,3,8,그럭저럭이에요.
SAT1072,CON1072,C406,2024-12-24,3,8,그럭저럭이에요.
SAT1073,CON1073,C406,2024-03-15,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT1074,CON1074,C407,2024-01-02,5,7,
SAT1075,CON1075,C407,2024-12-28,5,6,
SAT1076,CON1076,C408,2024-12-06,2,7,개선이 필요한 것 같아요.
SAT1077,CON1077,C408,2024-08-13,3,6,그럭저럭이에요.
SAT1078,CON1078,C410,2024-05-02,2,6,기대보다 별로였어요.
SAT1079,CON1079,C410,2024-03-29,4,8,
SAT1080,CON1080,C410,2024-12-21,3,7,
SAT1081,CON1081,C410,2024-08-25,4,8,
SAT1082,CON1082,C411,2024-09-13,3,6,보통이에요.
SAT1083,CON1083,C411,2024-05-07,2,4,기대보다 별로였어요.
SAT1084,CON1084,C412,2024-01-10,5,3,빠른 처리에 매우 만족합니다.
SAT1085,CON1085,C412,2024-09-03,2,9,개선이 필요한 것 같아요.
SAT1086,CON1086,C412,2024-12-12,3,6,
SAT1087,CON1087,C412,2024-07-13,3,8,그럭저럭이에요.
SAT1088,CON1088,C413,2024-02-25,2,6,
SAT1089,CON1089,C413,2024-02-18,2,6,
SAT1090,CON1090,C414,2024-08-15,4,5,
SAT1091,CON1091,C414,2024-11-23,2,3,처리가 느렸어요.
SAT1092,CON1092,C415,2024-03-10,4,6,대체로 만족스러웠어요.
SAT1093,CON1093,C416,2024-05-15,1,5,
SAT1094,CON1094,C417,2024-01-10,4,5,상담사가 친절했어요.
SAT1095,CON1095,C418,2024-05-20,3,4,
SAT1096,CON1096,C418,2024-05-12,4,2,도움이 됐습니다.
SAT1097,CON1097,C418,2024-05-20,4,5,상담사가 친절했어요.
SAT1098,CON1098,C418,2024-06-26,3,0,해결은 됐는데 시간이 좀 걸렸어요.
SAT1099,CON1099,C418,2024-06-02,3,0,보통이에요.
SAT1100,CON1100,C419,2024-06-21,3,8,보통이에요.
SAT1101,CON1101,C419,2024-11-26,4,5,도움이 됐습니다.
SAT1102,CON1102,C419,2024-01-23,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT1103,CON1103,C419,2024-03-08,3,6,보통이에요.
SAT1104,CON1104,C420,2024-09-23,2,8,기대보다 별로였어요.
SAT1105,CON1105,C420,2024-12-08,4,6,
SAT1106,CON1106,C420,2024-06-11,3,5,
SAT1107,CON1107,C421,2024-12-26,3,6,
SAT1108,CON1108,C421,2024-12-07,3,6,
SAT1109,CON1109,C422,2024-07-13,4,5,
SAT1110,CON1110,C422,2024-09-20,4,6,도움이 됐습니다.
SAT1111,CON1111,C422,2024-12-09,5,7,빠른 처리에 매우 만족합니다.
SAT1112,CON1112,C423,2024-08-10,4,9,상담사가 친절했어요.
SAT1113,CON1113,C423,2024-10-09,2,8,기대보다 별로였어요.
SAT1114,CON1114,C423,2024-10-28,4,7,도움이 됐습니다.
SAT1115,CON1115,C423,2024-03-06,3,8,
SAT1116,CON1116,C424,2024-11-25,3,2,
SAT1117,CON1117,C424,2024-02-10,4,6,대체로 만족스러웠어요.
SAT1118,CON1118,C424,2024-08-17,4,5,대체로 만족스러웠어요.
SAT1119,CON1119,C425,2024-10-15,4,6,상담사가 친절했어요.
SAT1120,CON1120,C425,2024-11-20,4,6,상담사가 친절했어요.
SAT1121,CON1121,C425,2025-01-03,3,4,그럭저럭이에요.
SAT1122,CON1122,C426,2024-11-03,2,7,기대보다 별로였어요.
SAT1123,CON1123,C426,2024-03-06,4,7,대체로 만족스러웠어요.
SAT1124,CON1124,C427,2024-05-22,3,7,
SAT1125,CON1125,C427,2024-05-08,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT1126,CON1126,C427,2024-02-23,4,7,도움이 됐습니다.
SAT1127,CON1127,C427,2024-06-03,4,6,도움이 됐습니다.
SAT1128,CON1128,C428,2024-10-23,4,4,
SAT1129,CON1129,C428,2024-11-25,4,5,도움이 됐습니다.
SAT1130,CON1130,C428,2024-11-08,3,7,보통이에요.
SAT1131,CON1131,C429,2024-05-05,4,3,상담사가 친절했어요.
SAT1132,CON1132,C430,2024-02-02,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT1133,CON1133,C430,2024-09-25,4,3,도움이 됐습니다.
SAT1134,CON1134,C430,2024-09-29,3,5,그럭저럭이에요.
SAT1135,CON1135,C430,2024-12-10,3,7,보통이에요.
SAT1136,CON1136,C431,2024-01-26,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT1137,CON1137,C431,2024-09-08,3,5,
SAT1138,CON1138,C431,2024-10-17,3,6,보통이에요.
SAT1139,CON1139,C431,2024-08-06,4,5,상담사가 친절했어요.
SAT1140,CON1140,C432,2024-02-27,4,4,
SAT1141,CON1141,C432,2024-06-20,3,10,그럭저럭이에요.
SAT1142,CON1142,C433,2024-09-11,5,5,빠른 처리에 매우 만족합니다.
SAT1143,CON1143,C433,2024-01-16,2,5,처리가 느렸어요.
SAT1144,CON1144,C433,2024-02-18,4,4,도움이 됐습니다.
SAT1145,CON1145,C434,2024-12-15,4,4,도움이 됐습니다.
SAT1146,CON1146,C434,2024-05-21,4,7,도움이 됐습니다.
SAT1147,CON1147,C434,2024-01-31,3,6,보통이에요.
SAT1148,CON1148,C435,2024-07-19,4,5,대체로 만족스러웠어요.
SAT1149,CON1149,C436,2024-11-08,4,8,대체로 만족스러웠어요.
SAT1150,CON1150,C436,2024-09-05,4,3,도움이 됐습니다.
SAT1151,CON1151,C436,2024-08-09,4,3,도움이 됐습니다.
SAT1152,CON1152,C437,2024-09-20,3,4,그럭저럭이에요.
SAT1153,CON1153,C437,2024-07-12,3,5,그럭저럭이에요.
SAT1154,CON1154,C437,2024-03-09,2,6,개선이 필요한 것 같아요.
SAT1155,CON1155,C437,2024-11-03,4,4,도움이 됐습니다.
SAT1156,CON1156,C438,2024-12-12,5,9,문제가 바로 해결됐어요. 최고입니다.
SAT1157,CON1157,C439,2024-07-01,4,6,상담사가 친절했어요.
SAT1158,CON1158,C439,2024-08-16,1,5,너무 불만족스러워요.
SAT1159,CON1159,C439,2024-07-12,4,4,도움이 됐습니다.
SAT1160,CON1160,C439,2024-01-30,2,5,기대보다 별로였어요.
SAT1161,CON1161,C440,2024-07-14,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT1162,CON1162,C440,2024-07-26,2,5,
SAT1163,CON1163,C441,2024-05-17,5,6,문제가 바로 해결됐어요. 최고입니다.
SAT1164,CON1164,C441,2024-10-27,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT1165,CON1165,C441,2024-10-29,3,8,그럭저럭이에요.
SAT1166,CON1166,C442,2024-07-07,2,7,
SAT1167,CON1167,C442,2024-06-28,1,5,전혀 해결이 안 됐어요.
SAT1168,CON1168,C443,2024-12-29,5,5,문제가 바로 해결됐어요. 최고입니다.
SAT1169,CON1169,C444,2024-03-24,3,6,그럭저럭이에요.
SAT1170,CON1170,C444,2024-08-09,4,4,대체로 만족스러웠어요.
SAT1171,CON1171,C445,2024-03-15,3,4,
SAT1172,CON1172,C445,2024-10-12,4,5,대체로 만족스러웠어요.
SAT1173,CON1173,C445,2024-03-29,3,2,보통이에요.
SAT1174,CON1174,C446,2024-09-24,5,7,정말 친절하게 도와주셔서 감사해요!
SAT1175,CON1175,C446,2024-04-04,4,4,상담사가 친절했어요.
SAT1176,CON1176,C446,2024-06-27,5,6,정말 친절하게 도와주셔서 감사해요!
SAT1177,CON1177,C447,2024-03-20,2,6,개선이 필요한 것 같아요.
SAT1178,CON1178,C447,2024-11-14,3,1,보통이에요.
SAT1179,CON1179,C447,2024-04-08,4,8,상담사가 친절했어요.
SAT1180,CON1180,C447,2024-07-07,3,3,그럭저럭이에요.
SAT1181,CON1181,C448,2024-02-11,3,6,보통이에요.
SAT1182,CON1182,C448,2024-10-31,3,3,해결은 됐는데 시간이 좀 걸렸어요.
SAT1183,CON1183,C449,2024-10-27,5,8,
SAT1184,CON1184,C449,2024-10-31,3,8,보통이에요.
SAT1185,CON1185,C449,2024-10-16,3,7,그럭저럭이에요.
SAT1186,CON1186,C449,2024-10-10,3,6,그럭저럭이에요.
SAT1187,CON1187,C449,2024-11-18,1,5,전혀 해결이 안 됐어요.
SAT1188,CON1188,C449,2024-10-23,3,6,그럭저럭이에요.
SAT1189,CON1189,C450,2024-02-20,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT1190,CON1190,C450,2024-03-14,4,6,대체로 만족스러웠어요.
SAT1191,CON1191,C451,2024-12-11,3,7,그럭저럭이에요.
SAT1192,CON1192,C451,2024-08-13,5,5,정말 친절하게 도와주셔서 감사해요!
SAT1193,CON1193,C451,2024-08-10,3,7,
SAT1194,CON1194,C451,2024-10-06,4,4,도움이 됐습니다.
