consult_id,customer_id,consult_date,channel,category,duration_min,status,is_recontact,agent_id
CON0803,C289,2024-09-12,이메일,장애신고,,미해결,N,AG06
CON0804,C290,2024-12-13,전화,부가서비스,21,완료,N,AG17
CON0805,C290,2024-09-28,채팅,장애신고,8,완료,N,AG15
CON0806,C290,2024-07-27,앱,장애신고,2,완료,Y,AG05
CON0807,C291,2024-04-29,이메일,기타,,완료,N,AG06
CON0808,C291,2024-07-28,채팅,요금문의,8,완료,N,AG13
CON0809,C291,2024-11-27,채팅,명의변경,11,미해결,N,AG16
CON0810,C291,2024-05-14,전화,요금문의,25,완료,N,AG10
CON0811,C292,2024-05-16,전화,기타,10,완료,N,AG07
CON0812,C292,2024-10-17,전화,요금문의,14,완료,N,AG05
CON0813,C292,2024-04-08,전화,부가서비스,20,완료,N,AG06
CON0814,C293,2024-04-25,전화,요금문의,21,완료,N,AG01
CON0815,C293,2024-03-13,전화,장애신고,14,재문의,N,AG12
CON0816,C294,2024-04-08,이메일,요금문의,,완료,N,AG07
CON0817,C294,2024-04-04,채팅,요금문의,4,미해결,N,AG18
CON0818,C294,2024-03-07,전화,해지문의,27,완료,N,AG08
CON0819,C295,2024-07-12,전화,장애신고,18,완료,N,AG20
CON0820,C295,2024-07-20,전화,해지문의,11,완료,N,AG01
CON0821,C295,2024-07-26,채팅,해지문의,4,완료,N,AG19
CON0822,C295,2024-07-16,전화,해지문의,19,완료,N,AG14
CON0823,C295,2024-07-15,앱,해지문의,7,재문의,N,AG02
CON0824,C296,2024-04-19,채팅,명의변경,13,완료,N,AG03
CON0825,C297,2024-09-15,전화,부가서비스,23,완료,N,AG20
CON0826,C297,2024-05-01,채팅,요금문의,9,완료,N,AG06
CON0827,C298,2024-03-05,전화,해지문의,19,완료,N,AG10
CON0828,C299,2024-11-15,전화,부가서비스,13,완료,N,AG10
CON0829,C299,2024-03-11,채팅,해지문의,5,재문의,Y,AG01
CON0830,C299,2024-10-13,채팅,기타,6,미해결,N,AG13
CON0831,C300,2024-07-30,전화,장애신고,29,재문의,N,AG19
CON0832,C300,2024-11-23,앱,해지문의,3,완료,N,AG18
CON0833,C300,2024-04-17,전화,요금문의,23,완료,N,AG01
CON0834,C300,2024-01-19,이메일,해지문의,,미해결,N,AG10
CON0835,C301,2024-07-27,전화,해지문의,5,완료,N,AG14
CON0836,C301,2024-10-27,전화,장애신고,15,완료,N,AG15
CON0837,C302,2024-04-03,채팅,장애신고,4,완료,N,AG05
CON0838,C302,2024-03-08,채팅,요금문의,8,재문의,N,AG08
CON0839,C302,2024-08-01,채팅,요금문의,4,완료,Y,AG07
CON0840,C302,2024-09-03,전화,요금문의,13,완료,N,AG07
CON0841,C303,2024-09-23,채팅,요금문의,12,미해결,N,AG19
CON0842,C303,2024-12-29,앱,요금문의,8,완료,N,AG15
CON0843,C303,2024-02-29,이메일,요금문의,,미해결,N,AG19
CON0844,C304,2024-02-15,채팅,해지문의,4,완료,Y,AG06
CON0845,C305,2024-11-15,전화,요금문의,10,완료,N,AG16
CON0846,C305,2024-07-17,채팅,해지문의,10,완료,N,AG05
CON0847,C306,2024-05-19,이메일,해지문의,,완료,Y,AG01
CON0848,C306,2024-01-16,전화,해지문의,13,완료,N,AG09
CON0849,C306,2024-08-27,전화,부가서비스,17,완료,N,AG14
CON0850,C307,2024-08-27,앱,부가서비스,9,완료,N,AG11
CON0851,C308,2024-03-11,채팅,기타,9,재문의,Y,AG13
CON0852,C308,2024-02-12,채팅,해지문의,5,완료,Y,AG02
CON0853,C309,2024-08-24,채팅,장애신고,10,완료,Y,AG07
CON0854,C309,2024-09-10,전화,요금문의,9,완료,N,AG02
CON0855,C309,2024-08-19,전화,해지문의,32,완료,N,AG11
CON0856,C309,2024-08-28,전화,장애신고,10,재문의,N,AG18
CON0857,C309,2024-08-17,전화,해지문의,16,완료,N,AG06
CON0858,C310,2024-04-20,전화,기타,12,재문의,N,AG08
CON0859,C311,2024-06-11,채팅,장애신고,10,완료,N,AG08
CON0860,C311,2024-12-08,채팅,명의변경,10,완료,N,AG18
CON0861,C311,2024-01-07,채팅,요금문의,6,미해결,Y,AG02
CON0862,C313,2024-06-03,전화,요금문의,13,완료,N,AG15
CON0863,C313,2024-10-12,전화,해지문의,24,완료,N,AG08
CON0864,C314,2024-07-31,전화,해지문의,20,완료,N,AG17
CON0865,C314,2024-02-04,전화,부가서비스,25,완료,N,AG07
CON0866,C314,2024-10-18,전화,해지문의,23,완료,N,AG05
CON0867,C315,2024-01-29,전화,해지문의,28,완료,N,AG01
CON0868,C315,2024-11-19,전화,요금문의,19,완료,N,AG01
CON0869,C315,2024-02-26,이메일,요금문의,,완료,Y,AG06
CON0870,C316,2024-06-16,전화,요금문의,22,재문의,N,AG13
CON0871,C316,2024-10-02,이메일,부가서비스,,미해결,N,AG08
CON0872,C316,2024-09-11,채팅,요금문의,9,완료,N,AG05
CON0873,C317,2024-05-24,전화,해지문의,6,완료,N,AG01
CON0874,C317,2024-06-18,채팅,명의변경,7,미해결,N,AG11
CON0875,C318,2024-10-18,전화,요금문의,22,완료,N,AG05
CON0876,C318,2024-04-29,전화,해지문의,15,완료,N,AG16
CON0877,C318,2024-04-08,전화,요금문의,4,완료,N,AG01
CON0878,C319,2024-12-27,전화,기타,18,완료,N,AG04
CON0879,C320,2024-02-16,채팅,해지문의,9,완료,N,AG13
CON0880,C320,2024-08-16,채팅,해지문의,13,완료,N,AG18
CON0881,C320,2024-05-04,앱,장애신고,4,완료,N,AG20
CON0882,C321,2024-09-18,채팅,기타,8,완료,N,AG01
CON0883,C322,2024-10-14,전화,요금문의,21,완료,N,AG01
CON0884,C322,2024-10-17,채팅,해지문의,12,미해결,Y,AG02
CON0885,C322,2024-01-17,채팅,부가서비스,7,완료,Y,AG17
CON0886,C323,2024-10-21,전화,해지문의,12,완료,N,AG03
CON0887,C324,2024-08-10,앱,해지문의,7,완료,N,AG04
CON0888,C324,2024-04-30,전화,해지문의,30,완료,N,AG14
CON0889,C325,2024-07-19,이메일,해지문의,,완료,Y,AG13
CON0890,C326,2024-11-13,전화,명의변경,26,완료,Y,AG16
CON0891,C326,2024-01-19,채팅,명의변경,9,완료,Y,AG14
CON0892,C326,2024-12-11,이메일,장애신고,,미해결,N,AG10
CON0893,C327,2024-12-22,전화,장애신고,12,완료,N,AG01
CON0894,C327,2024-05-02,전화,해지문의,27,미해결,N,AG18
CON0895,C328,2024-02-15,이메일,부가서비스,,완료,N,AG18
CON0896,C329,2024-08-22,채팅,장애신고,6,완료,N,AG19
CON0897,C329,2024-03-23,이메일,부가서비스,,완료,N,AG07
CON0898,C329,2024-01-25,채팅,해지문의,8,미해결,Y,AG01
CON0899,C330,2024-02-27,채팅,해지문의,11,미해결,N,AG08
CON0900,C331,2024-06-06,앱,장애신고,7,재문의,Y,AG11
CON0901,C331,2024-05-14,앱,장애신고,6,재문의,N,AG19
CON0902,C332,2024-07-27,채팅,요금문의,6,완료,N,AG08
CON0903,C332,2024-11-24,전화,해지문의,16,완료,N,AG01
CON0904,C332,2024-01-25,채팅,요금문의,12,완료,N,AG19
CON0905,C332,2024-09-19,전화,요금문의,7,완료,N,AG15
CON0906,C333,2024-12-11,앱,부가서비스,5,완료,N,AG06
CON0907,C333,2024-01-29,채팅,해지문의,11,완료,N,AG13
CON0908,C334,2024-07-10,이메일,해지문의,,완료,N,AG20
CON0909,C334,2024-10-25,채팅,명의변경,11,완료,N,AG05
CON0910,C335,2024-12-05,이메일,명의변경,,완료,Y,AG08
CON0911,C336,2024-06-10,채팅,장애신고,8,완료,Y,AG19
CON0912,C336,2024-08-07,앱,명의변경,4,완료,N,AG12
CON0913,C337,2024-04-04,전화,부가서비스,20,미해결,N,AG17
CON0914,C337,2024-01-21,전화,기타,18,완료,N,AG12
CON0915,C337,2024-09-28,전화,요금문의,27,완료,N,AG17
CON0916,C337,2024-04-24,전화,명의변경,25,완료,N,AG08
CON0917,C338,2024-09-16,전화,해지문의,18,완료,N,AG06
CON0918,C338,2024-07-07,전화,해지문의,22,완료,N,AG01
CON0919,C338,2024-02-08,이메일,해지문의,,미해결,N,AG13
CON0920,C339,2024-07-16,전화,요금문의,19,재문의,N,AG17
CON0921,C339,2024-10-31,전화,해지문의,18,재문의,N,AG08
CON0922,C339,2024-07-17,앱,부가서비스,10,완료,N,AG10
CON0923,C340,2024-04-08,전화,부가서비스,21,완료,N,AG11
CON0924,C340,2024-09-20,앱,해지문의,4,완료,N,AG02
CON0925,C341,2024-06-30,전화,명의변경,13,완료,N,AG13
CON0926,C342,2024-08-11,채팅,요금문의,15,완료,N,AG16
CON0927,C342,2024-05-25,앱,요금문의,4,완료,N,AG05
CON0928,C343,2024-08-18,앱,명의변경,5,미해결,Y,AG17
CON0929,C343,2024-01-03,전화,장애신고,20,완료,N,AG14
CON0930,C344,2024-10-22,채팅,해지문의,12,미해결,N,AG11
CON0931,C344,2024-09-30,전화,기타,20,완료,N,AG04
CON0932,C345,2024-02-08,채팅,장애신고,5,재문의,N,AG06
CON0933,C346,2024-09-15,채팅,부가서비스,9,완료,N,AG03
CON0934,C346,2024-08-07,이메일,요금문의,,완료,N,AG15
CON0935,C347,2024-03-30,채팅,부가서비스,9,미해결,N,AG08
CON0936,C347,2024-02-13,전화,요금문의,19,완료,N,AG01
CON0937,C347,2024-05-22,채팅,요금문의,9,미해결,N,AG08
CON0938,C347,2024-07-17,채팅,명의변경,7,완료,N,AG02
CON0939,C348,2024-09-21,채팅,요금문의,3,재문의,N,AG06
CON0940,C349,2024-07-14,채팅,요금문의,5,완료,N,AG06
CON0941,C349,2024-04-18,이메일,요금문의,,미해결,N,AG07
CON0942,C349,2024-01-14,전화,장애신고,22,완료,N,AG04
CON0943,C350,2024-06-20,채팅,장애신고,9,완료,N,AG04
CON0944,C350,2024-03-15,이메일,요금문의,,완료,Y,AG16
CON0945,C350,2024-01-30,이메일,명의변경,,미해결,N,AG18
CON0946,C350,2024-03-08,전화,해지문의,10,미해결,N,AG17
CON0947,C351,2024-12-28,전화,해지문의,29,완료,N,AG01
CON0948,C351,2024-08-31,전화,명의변경,18,재문의,N,AG10
CON0949,C351,2024-01-30,채팅,해지문의,9,재문의,N,AG06
CON0950,C351,2024-02-24,전화,장애신고,22,완료,N,AG16
CON0951,C352,2024-09-29,전화,해지문의,23,완료,N,AG10
CON0952,C352,2024-10-18,채팅,명의변경,8,완료,Y,AG02
CON0953,C352,2024-09-09,채팅,부가서비스,11,재문의,N,AG15
CON0954,C352,2024-10-05,전화,요금문의,18,완료,N,AG18
CON0955,C352,2024-09-12,전화,해지문의,23,완료,N,AG06
CON0956,C352,2024-10-16,이메일,요금문의,,완료,Y,AG01
CON0957,C353,2024-04-24,전화,명의변경,26,미해결,N,AG17
CON0958,C353,2024-02-08,채팅,장애신고,4,미해결,N,AG08
CON0959,C353,2024-07-01,전화,명의변경,19,재문의,Y,AG12
CON0960,C353,2024-11-06,채팅,해지문의,8,미해결,N,AG06
CON0961,C354,2024-06-25,채팅,장애신고,8,완료,N,AG08
CON0962,C354,2024-10-15,채팅,요금문의,6,완료,N,AG02
CON0963,C354,2024-07-29,전화,요금문의,11,완료,N,AG13
CON0964,C354,2024-04-28,전화,요금문의,18,완료,N,AG13
CON0965,C355,2024-04-19,이메일,요금문의,,미해결,N,AG20
CON0966,C355,2024-02-25,전화,요금문의,19,완료,N,AG03
CON0967,C355,2024-11-04,채팅,요금문의,8,완료,N,AG18
CON0968,C356,2024-05-27,전화,장애신고,21,완료,Y,AG02
CON0969,C356,2024-05-31,전화,기타,29,미해결,N,AG01
CON0970,C356,2024-03-29,채팅,장애신고,13,완료,Y,AG12
CON0971,C356,2024-04-28,전화,해지문의,23,완료,N,AG02
CON0972,C357,2024-05-18,채팅,해지문의,11,미해결,Y,AG09
CON0973,C357,2024-08-07,전화,장애신고,21,완료,N,AG16
CON0974,C358,2024-06-14,전화,부가서비스,21,미해결,N,AG05
CON0975,C359,2024-03-15,채팅,해지문의,13,완료,N,AG07
CON0976,C360,2024-06-12,전화,해지문의,18,완료,N,AG14
CON0977,C360,2024-09-04,전화,해지문의,15,재문의,N,AG13
CON0978,C362,2024-07-26,이메일,해지문의,,재문의,Y,AG20
CON0979,C363,2024-02-09,앱,요금문의,6,완료,N,AG05
CON0980,C363,2024-10-16,이메일,요금문의,,미해결,Y,AG16
CON0981,C363,2024-02-07,채팅,해지문의,10,완료,N,AG15
CON0982,C364,2024-12-02,앱,요금문의,7,미해결,Y,AG17
CON0983,C364,2024-06-10,이메일,해지문의,,완료,N,AG08
CON0984,C364,2024-04-25,채팅,해지문의,7,완료,N,AG15
CON0985,C365,2024-01-08,전화,장애신고,27,재문의,Y,AG05
CON0986,C365,2024-06-22,전화,명의변경,10,완료,N,AG16
CON0987,C366,2024-03-17,전화,해지문의,17,완료,N,AG10
CON0988,C367,2024-10-10,전화,장애신고,15,완료,N,AG04
CON0989,C368,2024-01-13,전화,요금문의,14,재문의,Y,AG07
CON0990,C368,2024-06-21,전화,장애신고,25,미해결,Y,AG10
CON0991,C368,2024-11-02,채팅,요금문의,5,재문의,N,AG17
CON0992,C369,2024-03-14,앱,장애신고,8,완료,N,AG10
CON0993,C369,2024-01-29,전화,장애신고,18,완료,N,AG20
CON0994,C369,2024-04-02,전화,부가서비스,11,완료,N,AG06
CON0995,C370,2024-03-15,채팅,해지문의,6,완료,N,AG13
CON0996,C370,2024-03-02,채팅,요금문의,5,미해결,N,AG03
CON0997,C371,2024-08-16,전화,요금문의,18,완료,N,AG04
CON0998,C371,2024-03-12,채팅,기타,6,미해결,N,AG15
CON0999,C371,2024-05-16,전화,요금문의,8,완료,Y,AG09
CON1000,C371,2024-12-05,채팅,명의변경,7,재문의,N,AG11
CON1001,C372,2024-02-14,채팅,요금문의,12,미해결,N,AG20
CON1002,C372,2024-04-17,채팅,장애신고,8,완료,N,AG19
CON1003,C373,2024-02-26,채팅,요금문의,6,미해결,Y,AG07
CON1004,C373,2024-06-12,전화,기타,17,완료,N,AG08
CON1005,C373,2024-08-17,전화,해지문의,27,완료,N,AG04
CON1006,C373,2024-10-29,채팅,해지문의,6,완료,N,AG01
CON1007,C374,2024-06-11,전화,요금문의,19,재문의,N,AG18
CON1008,C375,2024-07-04,전화,부가서비스,21,완료,N,AG15
CON1009,C375,2024-07-26,이메일,요금문의,,미해결,Y,AG03
CON1010,C376,2024-12-16,채팅,기타,9,완료,Y,AG17
CON1011,C376,2024-02-02,앱,요금문의,9,완료,N,AG09
CON1012,C376,2024-05-04,전화,기타,15,완료,N,AG11
CON1013,C376,2024-04-18,채팅,기타,9,완료,N,AG05
CON1014,C377,2024-05-05,채팅,요금문의,7,완료,Y,AG07
CON1015,C377,2024-08-13,이메일,기타,,미해결,N,AG07
CON1016,C377,2024-11-08,채팅,해지문의,11,완료,N,AG14
CON1017,C377,2024-12-30,전화,장애신고,13,완료,N,AG01
CON1018,C378,2024-10-14,이메일,장애신고,,미해결,N,AG04
CON1019,C379,2024-05-30,전화,요금문의,17,재문의,N,AG05
CON1020,C380,2024-08-11,전화,해지문의,21,완료,N,AG02
CON1021,C380,2024-04-04,전화,기타,11,완료,N,AG02
CON1022,C381,2024-02-18,전화,해지문의,4,완료,N,AG17
CON1023,C382,2024-01-04,전화,장애신고,22,재문의,N,AG08
CON1024,C382,2024-09-29,채팅,해지문의,12,미해결,Y,AG01
CON1025,C382,2024-06-04,채팅,요금문의,8,완료,Y,AG16
CON1026,C383,2024-09-09,전화,명의변경,16,완료,N,AG18
CON1027,C383,2024-03-27,전화,기타,19,완료,N,AG14
CON1028,C383,2024-03-27,전화,요금문의,24,완료,N,AG06
CON1029,C384,2024-10-20,채팅,해지문의,9,완료,N,AG06
CON1030,C384,2024-10-03,전화,요금문의,21,완료,N,AG04
CON1031,C384,2024-10-05,채팅,장애신고,5,완료,N,AG17
CON1032,C384,2024-10-04,전화,해지문의,13,완료,N,AG07
CON1033,C385,2024-08-06,이메일,요금문의,,미해결,N,AG08
CON1034,C386,2024-10-14,앱,기타,5,완료,Y,AG08
CON1035,C386,2024-11-05,전화,요금문의,22,완료,Y,AG16
CON1036,C386,2024-10-02,전화,요금문의,22,완료,N,AG08
CON1037,C386,2024-11-25,전화,부가서비스,27,완료,N,AG18
CON1038,C387,2024-03-11,전화,부가서비스,7,완료,N,AG11
CON1039,C388,2024-10-16,전화,해지문의,17,완료,N,AG11
CON1040,C389,2024-03-30,채팅,해지문의,6,미해결,Y,AG08
CON1041,C390,2024-04-25,전화,기타,21,완료,N,AG15
CON1042,C390,2024-09-18,채팅,요금문의,4,재문의,N,AG01
CON1043,C391,2024-08-04,앱,해지문의,9,재문의,Y,AG12
CON1044,C391,2024-07-12,이메일,장애신고,,완료,Y,AG11
CON1045,C391,2024-07-01,채팅,요금문의,7,미해결,Y,AG12
CON1046,C392,2024-01-17,전화,요금문의,17,완료,N,AG17
CON1047,C393,2024-12-16,채팅,부가서비스,10,재문의,N,AG20
CON1048,C394,2024-01-12,전화,기타,14,미해결,Y,AG15
CON1049,C395,2024-11-22,전화,해지문의,23,완료,N,AG08
CON1050,C395,2024-02-08,앱,해지문의,5,완료,N,AG04
CON1051,C397,2024-03-14,전화,명의변경,11,재문의,N,AG17
CON1052,C397,2024-10-16,전화,요금문의,25,완료,Y,AG18
CON1053,C397,2024-11-26,전화,요금문의,13,완료,N,AG04
CON1054,C397,2024-09-25,전화,기타,16,재문의,N,AG17
CON1055,C398,2024-03-10,이메일,해지문의,,미해결,N,AG11
CON1056,C398,2024-12-16,전화,장애신고,17,미해결,N,AG15
CON1057,C399,2024-07-27,전화,장애신고,14,재문의,N,AG05
CON1058,C399,2024-10-14,앱,장애신고,5,완료,N,AG02
CON1059,C399,2024-11-05,이메일,해지문의,,미해결,N,AG03
CON1060,C399,2024-10-03,채팅,장애신고,0,재문의,Y,AG17
CON1061,C400,2024-03-20,전화,해지문의,16,재문의,N,AG03
CON1062,C401,2024-06-26,전화,명의변경,24,미해결,N,AG05
CON1063,C403,2024-02-12,전화,부가서비스,22,완료,N,AG15
CON1064,C403,2024-03-21,전화,해지문의,25,완료,N,AG16
CON1065,C403,2024-08-06,이메일,명의변경,,미해결,N,AG03
CON1066,C404,2024-09-18,이메일,부가서비스,,완료,N,AG11
CON1067,C405,2024-09-12,전화,해지문의,20,완료,N,AG08
CON1068,C405,2024-02-08,전화,장애신고,23,완료,N,AG10
CON1069,C405,2024-10-15,채팅,해지문의,6,완료,Y,AG09
CON1070,C405,2024-11-23,이메일,장애신고,,완료,N,AG19
CON1071,C406,2024-02-14,채팅,해지문의,9,완료,Y,AG18
CON1072,C406,2024-12-22,앱,장애신고,4,미해결,N,AG06
CON1073,C406,2024-03-14,채팅,장애신고,5,미해결,N,AG11
CON1074,C407,2024-01-01,전화,장애신고,10,완료,N,AG04
CON1075,C407,2024-12-25,채팅,명의변경,4,재문의,N,AG01
CON1076,C408,2024-12-03,채팅,장애신고,4,미해결,N,AG05
CON1077,C408,2024-08-11,이메일,장애신고,,재문의,N,AG14
CON1078,C410,2024-05-01,전화,요금문의,22,완료,N,AG05
CON1079,C410,2024-03-26,전화,부가서비스,15,완료,N,AG10
CON1080,C410,2024-12-19,채팅,요금문의,8,완료,Y,AG16
CON1081,C410,2024-08-24,전화,해지문의,29,완료,Y,AG10
CON1082,C411,2024-09-12,채팅,장애신고,11,완료,N,AG05
CON1083,C411,2024-05-05,앱,요금문의,4,완료,N,AG18
CON1084,C412,2024-01-07,전화,요금문의,29,완료,N,AG04
CON1085,C412,2024-09-02,전화,해지문의,19,완료,N,AG16
CON1086,C412,2024-12-10,전화,요금문의,16,완료,N,AG06
CON1087,C412,2024-07-11,앱,부가서비스,9,완료,Y,AG07
CON1088,C413,2024-02-22,이메일,장애신고,,재문의,N,AG01
CON1089,C413,2024-02-17,이메일,요금문의,,미해결,N,AG15
CON1090,C414,2024-08-12,전화,부가서비스,16,미해결,N,AG18
CON1091,C414,2024-11-22,채팅,기타,8,완료,Y,AG20
CON1092,C415,2024-03-07,전화,부가서비스,20,완료,N,AG09
CON1093,C416,2024-05-12,이메일,명의변경,,완료,N,AG01
CON1094,C417,2024-01-07,채팅,요금문의,7,미해결,N,AG14
CON1095,C418,2024-05-17,전화,장애신고,16,재문의,N,AG14
CON1096,C418,2024-05-11,채팅,명의변경,12,미해결,N,AG12
CON1097,C418,2024-05-19,채팅,해지문의,9,완료,N,AG07
CON1098,C418,2024-06-25,전화,요금문의,14,완료,N,AG16
CON1099,C418,2024-05-30,채팅,부가서비스,13,재문의,N,AG12
CON1100,C419,2024-06-18,전화,장애신고,17,완료,N,AG12
CON1101,C419,2024-11-24,전화,명의변경,19,재문의,Y,AG20
CON1102,C419,2024-01-22,채팅,해지문의,10,완료,N,AG13
CON1103,C419,2024-03-06,전화,기타,20,재문의,N,AG20
CON1104,C420,2024-09-21,이메일,부가서비스,,완료,Y,AG03
CON1105,C420,2024-12-06,채팅,기타,6,미해결,N,AG04
CON1106,C420,2024-06-10,전화,명의변경,19,완료,N,AG02
CON1107,C421,2024-12-24,앱,기타,7,재문의,Y,AG01
CON1108,C421,2024-12-06,채팅,요금문의,9,완료,N,AG06
CON1109,C422,2024-07-10,이메일,기타,,재문의,Y,AG01
CON1110,C422,2024-09-17,채팅,요금문의,5,완료,Y,AG06
CON1111,C422,2024-12-08,전화,요금문의,25,완료,N,AG12
CON1112,C423,2024-08-07,전화,장애신고,22,완료,N,AG19
CON1113,C423,2024-10-07,채팅,요금문의,7,완료,N,AG13
CON1114,C423,2024-10-27,전화,요금문의,27,완료,N,AG20
CON1115,C423,2024-03-05,전화,요금문의,9,재문의,Y,AG03
CON1116,C424,2024-11-22,이메일,요금문의,,완료,Y,AG09
CON1117,C424,2024-02-09,전화,기타,17,완료,N,AG12
CON1118,C424,2024-08-16,전화,요금문의,12,완료,Y,AG08
CON1119,C425,2024-10-13,앱,요금문의,9,완료,N,AG14
CON1120,C425,2024-11-18,전화,명의변경,12,완료,Y,AG06
CON1121,C425,2024-12-31,이메일,요금문의,,완료,N,AG17
CON1122,C426,2024-10-31,채팅,요금문의,10,완료,N,AG18
CON1123,C426,2024-03-03,채팅,해지문의,9,미해결,N,AG09
CON1124,C427,2024-05-19,전화,요금문의,12,완료,N,AG12
CON1125,C427,2024-05-05,전화,장애신고,11,완료,N,AG14
CON1126,C427,2024-02-20,앱,장애신고,5,미해결,N,AG09
CON1127,C427,2024-06-02,전화,요금문의,19,완료,N,AG15
CON1128,C428,2024-10-21,채팅,해지문의,8,미해결,N,AG08
CON1129,C428,2024-11-23,전화,부가서비스,23,미해결,N,AG18
CON1130,C428,2024-11-06,채팅,요금문의,6,미해결,Y,AG02
CON1131,C429,2024-05-03,전화,해지문의,23,완료,N,AG12
CON1132,C430,2024-01-30,채팅,요금문의,11,재문의,Y,AG14
CON1133,C430,2024-09-24,채팅,해지문의,8,완료,Y,AG14
CON1134,C430,2024-09-27,이메일,요금문의,,완료,N,AG13
CON1135,C430,2024-12-09,채팅,명의변경,6,완료,Y,AG12
CON1136,C431,2024-01-23,전화,기타,11,완료,N,AG09
CON1137,C431,2024-09-06,채팅,요금문의,7,완료,N,AG15
CON1138,C431,2024-10-16,이메일,요금문의,,재문의,N,AG02
CON1139,C431,2024-08-03,채팅,부가서비스,9,완료,N,AG10
CON1140,C432,2024-02-24,전화,요금문의,24,완료,N,AG20
CON1141,C432,2024-06-17,전화,장애신고,20,완료,Y,AG05
CON1142,C433,2024-09-10,채팅,해지문의,3,미해결,N,AG15
CON1143,C433,2024-01-15,채팅,장애신고,7,재문의,Y,AG20
CON1144,C433,2024-02-17,전화,기타,15,미해결,N,AG11
CON1145,C434,2024-12-13,채팅,명의변경,9,완료,N,AG05
CON1146,C434,2024-05-20,앱,해지문의,7,완료,N,AG11
CON1147,C434,2024-01-29,채팅,요금문의,14,재문의,N,AG09
CON1148,C435,2024-07-16,채팅,장애신고,3,미해결,N,AG19
CON1149,C436,2024-11-05,채팅,요금문의,4,완료,Y,AG14
CON1150,C436,2024-09-02,채팅,요금문의,11,완료,Y,AG15
CON1151,C436,2024-08-07,이메일,부가서비스,,미해결,N,AG02
CON1152,C437,2024-09-19,채팅,해지문의,7,완료,Y,AG13
CON1153,C437,2024-07-09,앱,명의변경,7,미해결,N,AG04
CON1154,C437,2024-03-08,이메일,기타,,완료,N,AG08
CON1155,C437,2024-10-31,채팅,해지문의,4,재문의,N,AG09
CON1156,C438,2024-12-10,전화,요금문의,29,완료,N,AG17
CON1157,C439,2024-06-29,채팅,장애신고,11,완료,N,AG11
CON1158,C439,2024-08-14,이메일,요금문의,,완료,N,AG02
CON1159,C439,2024-07-09,이메일,장애신고,,완료,N,AG07
CON1160,C439,2024-01-27,채팅,요금문의,6,완료,N,AG08
CON1161,C440,2024-07-11,앱,요금문의,4,완료,Y,AG08
CON1162,C440,2024-07-25,채팅,요금문의,9,미해결,N,AG05
CON1163,C441,2024-05-16,앱,해지문의,8,미해결,N,AG16
CON1164,C441,2024-10-24,채팅,장애신고,8,완료,N,AG09
CON1165,C441,2024-10-28,전화,부가서비스,14,미해결,N,AG18
CON1166,C442,2024-07-06,이메일,부가서비스,,미해결,Y,AG14
CON1167,C442,2024-06-25,채팅,부가서비스,5,완료,Y,AG14
CON1168,C443,2024-12-28,전화,요금문의,9,완료,N,AG12
CON1169,C444,2024-03-21,전화,장애신고,10,완료,N,AG19
CON1170,C444,2024-08-08,전화,요금문의,12,완료,N,AG08
CON1171,C445,2024-03-14,채팅,명의변경,9,완료,N,AG14
CON1172,C445,2024-10-11,전화,장애신고,22,완료,N,AG05
CON1173,C445,2024-03-26,이메일,장애신고,,미해결,Y,AG15
CON1174,C446,2024-09-22,전화,요금문의,14,완료,N,AG13
CON1175,C446,2024-04-02,이메일,해지문의,,미해결,N,AG20
CON1176,C446,2024-06-26,앱,요금문의,7,완료,N,AG05
CON1177,C447,2024-03-18,전화,요금문의,8,완료,N,AG19
CON1178,C447,2024-11-12,채팅,부가서비스,10,미해결,N,AG15
CON1179,C447,2024-04-07,채팅,요금문의,9,완료,N,AG05
CON1180,C447,2024-07-04,전화,요금문의,14,완료,N,AG11
CON1181,C448,2024-02-08,전화,해지문의,30,완료,N,AG19
CON1182,C448,2024-10-29,이메일,요금문의,,미해결,N,AG09
CON1183,C449,2024-10-26,앱,장애신고,3,완료,N,AG12
CON1184,C449,2024-10-28,전화,부가서비스,29,완료,N,AG07
CON1185,C449,2024-10-13,전화,부가서비스,23,미해결,N,AG12
CON1186,C449,2024-10-08,이메일,요금문의,,재문의,N,AG18
CON1187,C449,2024-11-16,앱,부가서비스,3,완료,N,AG07
CON1188,C449,2024-10-22,채팅,요금문의,8,미해결,N,AG08
CON1189,C450,2024-02-19,전화,요금문의,16,완료,Y,AG17
CON1190,C450,2024-03-12,전화,요금문의,21,완료,N,AG07
CON1191,C451,2024-12-08,채팅,명의변경,13,완료,Y,AG17
CON1192,C451,2024-08-11,채팅,해지문의,7,완료,N,AG06
CON1193,C451,2024-08-07,채팅,부가서비스,8,완료,N,AG18
CON1194,C451,2024-10-05,전화,요금문의,28,완료,N,AG09
CON1195,C452,2024-03-28,전화,요금문의,12,완료,N,AG04
CON1196,C452,2024-12-09,전화,해지문의,25,완료,N,AG06
CON1197,C453,2024-08-23,이메일,요금문의,,완료,Y,AG19
CON1198,C453,2024-08-14,채팅,부가서비스,5,완료,N,AG04
CON1199,C454,2024-02-10,전화,요금문의,12,미해결,Y,AG16
CON1200,C454,2024-11-27,전화,요금문의,18,완료,N,AG06
CON1201,C454,2024-03-09,채팅,장애신고,13,미해결,N,AG05
CON1202,C454,2024-10-21,채팅,부가서비스,5,미해결,N,AG05
CON1203,C455,2024-09-27,이메일,기타,,완료,N,AG15
