usage_id,customer_id,year_month,data_gb,call_min,billing_amount,service_count,app_login_count
U02791,C233,2024-07,12.86,141,54802,3,7
U02792,C233,2024-08,18.78,235,53768,3,10
U02793,C233,2024-09,10.97,186,50294,3,6
U02794,C233,2024-10,18.05,145,48988,2,7
U02795,C233,2024-11,13.21,223,52587,2,6
U02796,C233,2024-12,12.05,135,49704,3,6
U02797,C234,2024-01,65.2,364,93188,7,20
U02798,C234,2024-02,49.58,327,91614,3,12
U02799,C234,2024-03,49.63,267,85211,6,19
U02800,C234,2024-04,46.17,300,85633,1,12
U02801,C234,2024-05,73.88,265,97854,2,23
U02802,C234,2024-06,47.08,110,89349,8,20
U02803,C234,2024-07,38.73,259,78590,2,10
U02804,C234,2024-08,57.55,334,82774,6,9
U02805,C234,2024-09,59.75,307,82508,5,12
U02806,C234,2024-10,74.17,367,78006,5,12
U02807,C234,2024-11,51.39,321,83291,4,20
U02808,C234,2024-12,52.63,319,88077,6,7
U02809,C235,2024-01,8.7,236,31769,0,9
U02810,C235,2024-02,6.58,183,25070,0,4
U02811,C235,2024-03,3.83,186,29217,0,2
U02812,C235,2024-04,5.85,180,24822,3,12
U02813,C235,2024-05,5.07,144,28298,0,4
U02814,C235,2024-06,6.89,200,23380,1,4
U02815,C235,2024-07,3.43,57,24481,2,0
U02816,C235,2024-08,4.01,175,31704,0,9
U02817,C235,2024-09,7.26,147,34204,1,9
U02818,C235,2024-10,4.08,147,24222,0,5
U02819,C235,2024-11,4.83,120,26619,0,5
U02820,C235,2024-12,8.08,87,31330,0,1
U02821,C236,2024-01,19.87,205,50022,2,13
U02822,C236,2024-02,19.01,165,48392,1,9
U02823,C236,2024-03,19.64,146,42730,1,10
U02824,C236,2024-04,19.83,137,48366,1,15
U02825,C236,2024-05,19.52,237,50874,2,9
U02826,C236,2024-06,19.25,125,53741,1,18
U02827,C236,2024-07,14.52,209,56464,1,8
U02828,C236,2024-08,20.26,105,47356,1,13
U02829,C236,2024-09,16.49,115,60782,1,17
U02830,C236,2024-10,13.64,193,48415,2,16
U02831,C236,2024-11,19.7,146,46282,3,11
U02832,C236,2024-12,17.33,227,52307,2,7
U02833,C237,2024-01,74.58,432,88161,4,17
U02834,C237,2024-02,56.13,320,82344,8,21
U02835,C237,2024-03,48.65,376,82349,6,6
U02836,C237,2024-04,51.39,362,90043,3,11
U02837,C237,2024-05,87.01,374,81159,5,12
U02838,C237,2024-06,55.89,278,83078,2,19
U02839,C237,2024-07,78.24,325,87205,3,22
U02840,C237,2024-08,53.68,303,99385,5,13
U02841,C237,2024-09,47.95,353,83080,6,16
U02842,C237,2024-10,36.25,228,91776,4,10
U02843,C237,2024-11,74.5,372,86689,4,11
U02844,C237,2024-12,55.67,346,85032,3,25
U02845,C238,2024-01,5.81,158,26495,3,0
U02846,C238,2024-02,8.1,225,35840,3,7
U02847,C238,2024-03,6.13,83,28298,0,9
U02848,C238,2024-04,5.7,81,30628,2,7
U02849,C238,2024-05,8.62,93,29939,1,2
U02850,C238,2024-06,8.42,36,32025,1,5
U02851,C238,2024-07,6.97,62,25652,1,7
U02852,C238,2024-08,2.79,105,30014,1,0
U02853,C238,2024-09,0.1,116,20501,0,1
U02854,C238,2024-10,1.72,2,33138,0,3
U02855,C238,2024-11,0.1,0,33861,1,0
U02856,C238,2024-12,3.18,64,24955,1,2
U02857,C239,2024-01,9.22,155,30701,0,5
U02858,C239,2024-02,5.97,0,29958,3,14
U02859,C239,2024-03,6.87,194,26111,1,11
U02860,C239,2024-04,9.99,186,29412,2,2
U02861,C239,2024-05,4.8,249,26356,1,7
U02862,C239,2024-06,5.32,215,34383,2,5
U02863,C239,2024-07,8.13,186,31002,1,7
U02864,C239,2024-08,5.31,132,31137,0,7
U02865,C239,2024-09,2.97,123,34254,2,11
U02866,C239,2024-10,11.41,192,23817,1,8
U02867,C239,2024-11,7.01,92,22774,0,5
U02868,C239,2024-12,4.35,138,29706,1,6
U02869,C240,2024-01,16.44,253,55527,2,13
U02870,C240,2024-02,10.11,221,50414,4,12
U02871,C240,2024-03,18.47,224,56175,1,5
U02872,C240,2024-04,19.09,175,47538,3,3
U02873,C240,2024-05,13.93,242,50605,0,16
U02874,C240,2024-06,13.49,247,45707,2,4
U02875,C240,2024-07,20.22,90,49113,4,13
U02876,C240,2024-08,19.04,183,53388,0,0
U02877,C240,2024-09,13.82,48,52643,2,1
U02878,C240,2024-10,16.29,34,50555,3,13
U02879,C240,2024-11,13.72,176,49764,2,13
U02880,C240,2024-12,14.49,197,50836,1,13
U02881,C241,2024-01,56.61,197,93302,6,10
U02882,C241,2024-02,69.52,230,97136,3,13
U02883,C241,2024-03,49.29,324,85252,6,19
U02884,C241,2024-04,58.53,374,91541,1,16
U02885,C241,2024-05,55.32,369,75074,4,14
U02886,C241,2024-06,64.01,235,85279,3,17
U02887,C241,2024-07,38.62,248,94312,3,18
U02888,C241,2024-08,33.92,421,74544,7,14
U02889,C241,2024-09,59.47,371,78047,5,12
U02890,C241,2024-10,76.63,277,96771,8,12
U02891,C241,2024-11,51.12,185,80237,0,18
U02892,C241,2024-12,50.2,226,94660,3,19
U02893,C242,2024-01,38.74,300,84600,5,11
U02894,C242,2024-02,61.28,203,88551,4,13
U02895,C242,2024-03,74.37,186,88264,4,24
U02896,C242,2024-04,95.62,203,91344,0,7
U02897,C242,2024-05,64.12,289,86726,1,11
U02898,C242,2024-06,51.3,251,81616,1,17
U02899,C242,2024-07,62.89,226,90750,4,14
U02900,C242,2024-08,54.59,335,79053,3,11
U02901,C242,2024-09,29.95,315,89723,4,19
U02902,C242,2024-10,58.15,253,84926,4,12
U02903,C242,2024-11,34.36,239,77709,5,13
U02904,C242,2024-12,73.47,306,79156,5,16
U02905,C243,2024-01,58.08,351,97919,7,17
U02906,C243,2024-02,45.79,394,79542,6,30
U02907,C243,2024-03,69.51,486,84539,4,12
U02908,C243,2024-04,42.85,218,90493,4,25
U02909,C243,2024-05,70.5,249,95573,3,19
U02910,C243,2024-06,64.6,328,86627,0,11
U02911,C243,2024-07,78.75,303,76838,4,12
U02912,C243,2024-08,55.27,381,94174,4,13
U02913,C243,2024-09,60.67,113,67500,3,16
U02914,C243,2024-10,57.55,282,95182,8,20
U02915,C243,2024-11,62.42,419,83642,3,8
U02916,C243,2024-12,65.33,317,78361,2,6
U02917,C244,2024-01,14.82,118,52057,1,11
U02918,C244,2024-02,21.57,259,51421,3,8
U02919,C244,2024-03,16.92,207,49240,1,10
U02920,C244,2024-04,13.16,200,48498,2,16
U02921,C244,2024-05,16.48,149,50647,3,6
U02922,C244,2024-06,15.25,137,49561,1,8
U02923,C244,2024-07,18.43,179,48778,3,4
U02924,C244,2024-08,13.7,293,48640,1,4
U02925,C244,2024-09,19.82,297,52425,3,8
U02926,C244,2024-10,12.38,54,47465,3,3
U02927,C244,2024-11,20.68,216,47813,1,10
U02928,C244,2024-12,20.13,177,44382,1,15
U02929,C245,2024-01,6.94,253,50435,1,13
U02930,C245,2024-02,8.36,166,50617,2,13
U02931,C245,2024-03,9.83,300,51206,2,7
U02932,C245,2024-04,11.52,233,46643,2,5
U02933,C245,2024-05,20.29,179,59215,1,13
U02934,C245,2024-06,12.53,204,56477,3,16
U02935,C245,2024-07,10.54,151,51334,1,9
U02936,C245,2024-08,17.85,229,58224,3,7
U02937,C245,2024-09,11.13,197,45743,3,6
U02938,C245,2024-10,13.41,251,46218,1,7
U02939,C245,2024-11,6.18,192,56582,1,6
U02940,C245,2024-12,16.62,277,51834,2,12
U02941,C246,2024-01,16.69,216,47934,1,11
U02942,C246,2024-02,19.87,339,50902,2,10
U02943,C246,2024-03,16.05,167,56998,3,14
U02944,C246,2024-04,12.82,186,52046,2,11
U02945,C246,2024-05,8.12,186,51076,1,13
U02946,C246,2024-06,17.4,199,47879,1,11
U02947,C246,2024-07,15.11,212,50095,3,10
U02948,C246,2024-08,8.59,216,56906,2,4
U02949,C246,2024-09,6.49,226,54340,3,10
U02950,C246,2024-10,12.27,163,50531,1,7
U02951,C246,2024-11,23.89,152,49588,1,5
U02952,C246,2024-12,18.08,180,45112,2,12
U02953,C247,2024-01,14.39,209,52662,2,12
U02954,C247,2024-02,21.14,241,41134,1,21
U02955,C247,2024-03,13.3,128,55515,3,12
U02956,C247,2024-04,17.04,187,50256,2,12
U02957,C247,2024-05,16.83,203,47413,2,14
U02958,C247,2024-06,19.72,201,49021,3,7
U02959,C247,2024-07,19.09,257,49116,2,10
U02960,C247,2024-08,16.32,221,48351,2,10
U02961,C247,2024-09,12.75,58,55012,2,11
U02962,C247,2024-10,15.38,209,47852,0,15
U02963,C247,2024-11,15.54,172,43881,3,10
U02964,C247,2024-12,18.56,169,47218,4,7
U02965,C248,2024-01,3.66,144,31226,1,4
U02966,C248,2024-02,2.67,213,30110,1,7
U02967,C248,2024-03,6.47,94,28721,0,0
U02968,C248,2024-04,4.07,85,32186,2,7
U02969,C248,2024-05,8.17,97,32519,2,3
U02970,C248,2024-06,8.29,97,21231,2,7
U02971,C248,2024-07,8.73,70,27135,2,10
U02972,C248,2024-08,1.07,132,32707,0,0
U02973,C248,2024-09,2.18,92,26764,3,5
U02974,C248,2024-10,4.86,99,25574,1,9
U02975,C248,2024-11,2.89,132,27268,1,6
U02976,C248,2024-12,4.26,132,33634,0,7
U02977,C249,2024-01,14.64,226,49625,1,9
U02978,C249,2024-02,17.54,165,49787,0,8
U02979,C249,2024-03,14.76,123,48009,1,16
U02980,C249,2024-04,18.81,179,49598,3,5
U02981,C249,2024-05,7.88,167,49510,3,9
U02982,C249,2024-06,18.23,263,45603,4,17
U02983,C249,2024-07,12.38,189,53312,1,11
U02984,C249,2024-08,19.18,112,57259,1,11
U02985,C249,2024-09,15.4,233,53012,1,5
U02986,C249,2024-10,13.05,191,46143,0,14
U02987,C249,2024-11,17.31,144,47557,2,2
U02988,C249,2024-12,18.38,213,46003,2,10
U02989,C250,2024-01,8.44,134,29605,1,2
U02990,C250,2024-02,9.48,189,35271,0,5
U02991,C250,2024-03,6.03,131,27670,2,6
U02992,C250,2024-04,7.36,110,32301,1,12
U02993,C250,2024-05,10.03,105,30780,1,5
U02994,C250,2024-06,7.52,97,26214,0,7
U02995,C250,2024-07,6.63,161,24362,1,13
U02996,C250,2024-08,10.37,230,28232,2,9
U02997,C250,2024-09,7.98,221,32515,0,6
U02998,C250,2024-10,8.31,116,29220,2,11
U02999,C250,2024-11,6.77,158,28428,1,10
U03000,C250,2024-12,7.12,186,36640,4,5
U03001,C251,2024-01,54.71,367,91268,4,13
U03002,C251,2024-02,77.04,79,82998,4,15
U03003,C251,2024-03,43.24,271,86418,3,15
U03004,C251,2024-04,50.99,369,82975,3,11
U03005,C251,2024-05,50.78,319,82080,6,11
U03006,C251,2024-06,61.92,158,87178,3,17
U03007,C251,2024-07,72.47,218,74943,1,22
U03008,C251,2024-08,84.4,263,95578,1,17
U03009,C251,2024-09,29.59,209,79603,2,12
U03010,C251,2024-10,29.82,140,80060,5,10
U03011,C251,2024-11,22.79,179,77038,3,14
U03012,C251,2024-12,5.87,78,84326,7,0
U03013,C252,2024-01,50.58,255,87753,3,13
U03014,C252,2024-02,58.07,321,89330,5,7
U03015,C252,2024-03,40.07,272,71257,0,19
U03016,C252,2024-04,82.52,360,87268,6,14
U03017,C252,2024-05,36.06,248,82102,1,13
U03018,C252,2024-06,77.56,356,76963,0,8
U03019,C252,2024-07,61.66,223,81262,3,9
U03020,C252,2024-08,41.49,452,81855,5,16
U03021,C252,2024-09,30.45,317,92422,3,13
U03022,C252,2024-10,62.17,119,86308,7,9
U03023,C252,2024-11,40.34,326,93879,2,17
U03024,C252,2024-12,47.07,264,87508,7,16
U03025,C253,2024-01,89.21,115,80844,7,17
U03026,C253,2024-02,51.55,378,83247,5,13
U03027,C253,2024-03,63.05,346,74416,3,16
U03028,C253,2024-04,53.12,236,85237,5,13
U03029,C253,2024-05,55.51,240,86602,2,13
U03030,C253,2024-06,74.68,263,77120,5,10
U03031,C253,2024-07,28.18,299,88016,7,13
U03032,C253,2024-08,43.29,338,90449,5,22
U03033,C253,2024-09,62.82,264,79521,2,14
U03034,C253,2024-10,43.46,353,85690,4,8
U03035,C253,2024-11,72.54,332,85964,2,15
U03036,C253,2024-12,47.92,249,79982,5,17
U03037,C254,2024-01,5.03,134,24482,1,7
U03038,C254,2024-02,6.63,108,36937,1,5
U03039,C254,2024-03,3.94,227,30862,1,6
U03040,C254,2024-04,8.03,65,34437,0,4
U03041,C254,2024-05,5.33,95,23277,2,8
U03042,C254,2024-06,7.87,112,27591,1,6
U03043,C254,2024-07,4.57,106,26836,1,7
U03044,C254,2024-08,4.83,138,25856,0,7
U03045,C254,2024-09,4.45,222,27016,0,10
U03046,C254,2024-10,8.21,167,28613,0,11
U03047,C254,2024-11,5.91,77,31725,0,4
U03048,C254,2024-12,3.37,88,29122,1,5
U03049,C255,2024-01,14.01,175,50134,2,9
U03050,C255,2024-02,20.27,93,54018,3,0
U03051,C255,2024-03,16.34,156,48804,1,12
U03052,C255,2024-04,13.64,173,56471,3,8
U03053,C255,2024-05,14.82,298,49787,2,8
U03054,C255,2024-06,16.3,150,45434,1,5
U03055,C255,2024-07,13.06,181,46133,3,10
U03056,C255,2024-08,20.35,190,53797,1,12
U03057,C255,2024-09,12.52,163,51897,1,5
U03058,C255,2024-10,12.21,245,53256,3,8
U03059,C255,2024-11,15.93,174,48759,3,16
U03060,C255,2024-12,16.87,164,47309,1,8
U03061,C256,2024-01,19.3,274,48603,2,15
U03062,C256,2024-02,12.79,216,48858,2,5
U03063,C256,2024-03,25.94,105,57633,2,4
U03064,C256,2024-04,8.11,251,55884,3,11
U03065,C256,2024-05,14.7,79,57384,1,9
U03066,C256,2024-06,20.12,72,51345,2,10
U03067,C256,2024-07,19.8,208,52048,2,8
U03068,C256,2024-08,14.82,154,52750,1,6
U03069,C256,2024-09,18.76,180,55873,1,9
U03070,C256,2024-10,14.87,192,49127,4,8
U03071,C256,2024-11,18.37,215,51587,2,8
U03072,C256,2024-12,15.3,207,49980,1,9
U03073,C257,2024-01,4.38,166,32893,2,4
U03074,C257,2024-02,7.34,118,29994,0,1
U03075,C257,2024-03,3.77,140,27572,2,3
U03076,C257,2024-04,4.0,98,27888,3,8
U03077,C257,2024-05,5.01,137,23441,0,9
U03078,C257,2024-06,8.67,94,32521,1,5
U03079,C257,2024-07,3.39,44,27827,3,8
U03080,C257,2024-08,5.94,136,26518,2,6
U03081,C257,2024-09,4.71,114,34931,2,6
U03082,C257,2024-10,4.4,167,27099,2,11
U03083,C257,2024-11,4.49,201,31494,1,6
U03084,C257,2024-12,8.09,98,37899,0,9
U03085,C258,2024-01,44.82,256,78209,4,14
U03086,C258,2024-02,70.15,213,86360,1,16
U03087,C258,2024-03,84.43,184,80444,0,14
U03088,C258,2024-04,22.26,326,92217,3,18
U03089,C258,2024-05,64.04,229,88055,5,24
U03090,C258,2024-06,18.57,391,82427,1,13
U03091,C258,2024-07,59.15,204,75516,4,20
U03092,C258,2024-08,48.91,168,76101,4,15
U03093,C258,2024-09,50.13,307,95042,2,16
U03094,C258,2024-10,50.64,262,88570,6,13
U03095,C258,2024-11,54.68,318,80408,5,10
U03096,C258,2024-12,63.62,180,88563,1,10
U03097,C259,2024-01,51.19,220,90511,5,11
U03098,C259,2024-02,73.23,411,76880,7,20
U03099,C259,2024-03,64.43,207,81189,5,18
U03100,C259,2024-04,55.35,179,79988,5,24
U03101,C259,2024-05,60.66,408,86169,7,14
U03102,C259,2024-06,60.39,290,83997,3,16
U03103,C259,2024-07,56.74,320,84789,5,14
U03104,C259,2024-08,61.7,267,94941,0,13
U03105,C259,2024-09,53.97,259,81805,2,9
U03106,C259,2024-10,53.42,158,87438,5,11
U03107,C259,2024-11,79.66,314,85372,8,6
U03108,C259,2024-12,24.08,245,92175,3,14
U03109,C260,2024-01,13.73,195,44852,3,14
U03110,C260,2024-02,14.97,246,54155,1,12
U03111,C260,2024-03,12.69,266,53288,3,10
U03112,C260,2024-04,16.4,163,48558,1,10
U03113,C260,2024-05,9.31,176,51055,3,2
U03114,C260,2024-06,19.76,280,50749,0,8
U03115,C260,2024-07,15.94,182,56312,2,11
U03116,C260,2024-08,13.73,137,51591,3,12
U03117,C260,2024-09,10.79,167,46464,3,19
U03118,C260,2024-10,16.11,260,44703,2,0
U03119,C260,2024-11,13.54,334,49631,1,11
U03120,C260,2024-12,14.25,231,51027,2,10
U03121,C261,2024-01,51.25,240,84408,7,20
U03122,C261,2024-02,65.76,468,89704,1,14
U03123,C261,2024-03,79.77,184,84576,1,20
U03124,C261,2024-04,70.91,303,89134,1,9
U03125,C261,2024-05,36.64,224,86650,5,14
U03126,C261,2024-06,51.3,173,86348,0,19
U03127,C261,2024-07,58.98,356,78134,7,15
U03128,C261,2024-08,54.65,282,91235,4,9
U03129,C261,2024-09,68.84,287,98789,4,20
U03130,C261,2024-10,26.26,313,84152,4,0
U03131,C261,2024-11,53.05,378,92542,0,21
U03132,C261,2024-12,35.63,294,80890,4,15
U03133,C262,2024-01,45.09,267,81498,4,16
U03134,C262,2024-02,61.92,147,84451,3,18
U03135,C262,2024-03,40.48,276,83404,4,7
U03136,C262,2024-04,31.72,246,91425,4,19
U03137,C262,2024-05,33.83,301,75203,4,15
U03138,C262,2024-06,54.37,225,82124,4,9
U03139,C262,2024-07,92.49,262,83073,3,9
U03140,C262,2024-08,48.66,317,91954,4,12
U03141,C262,2024-09,53.52,327,94215,5,9
U03142,C262,2024-10,66.84,382,91491,4,11
U03143,C262,2024-11,54.34,211,89417,1,25
U03144,C262,2024-12,31.11,299,80071,5,23
U03145,C263,2024-01,16.72,325,51828,3,6
U03146,C263,2024-02,13.23,245,51615,2,4
U03147,C263,2024-03,6.16,261,45424,1,8
U03148,C263,2024-04,14.88,125,50409,2,10
U03149,C263,2024-05,20.6,202,47442,1,9
U03150,C263,2024-06,21.67,217,51180,1,6
U03151,C263,2024-07,12.11,133,50905,1,2
U03152,C263,2024-08,14.25,177,42231,3,16
U03153,C263,2024-09,22.88,170,55606,1,8
U03154,C263,2024-10,11.6,229,45154,2,4
U03155,C263,2024-11,13.14,90,41354,2,6
U03156,C263,2024-12,13.47,259,46091,3,9
U03157,C264,2024-01,20.51,174,50248,1,12
U03158,C264,2024-02,16.6,283,54616,2,3
U03159,C264,2024-03,15.72,229,55928,1,6
U03160,C264,2024-04,16.47,183,47653,2,4
U03161,C264,2024-05,17.72,337,46184,4,5
U03162,C264,2024-06,18.39,214,53938,0,6
U03163,C264,2024-07,14.34,241,41890,2,10
U03164,C264,2024-08,15.25,203,47874,3,14
U03165,C264,2024-09,16.74,230,50951,1,6
U03166,C264,2024-10,13.32,185,54076,2,8
U03167,C264,2024-11,16.34,149,46785,1,14
U03168,C264,2024-12,21.54,237,49235,3,12
U03169,C265,2024-01,26.43,149,74297,4,6
U03170,C265,2024-02,46.92,227,88695,8,10
U03171,C265,2024-03,33.65,385,79479,2,18
U03172,C265,2024-04,72.21,218,92570,0,11
U03173,C265,2024-05,43.38,185,91865,3,20
U03174,C265,2024-06,72.84,331,76960,6,13
U03175,C265,2024-07,50.47,249,81262,2,15
U03176,C265,2024-08,57.43,240,87561,8,12
U03177,C265,2024-09,29.99,212,91711,1,17
U03178,C265,2024-10,34.82,266,94479,5,12
U03179,C265,2024-11,55.89,310,92178,1,13
U03180,C265,2024-12,48.94,373,85834,5,10
U03181,C266,2024-01,18.5,275,49350,1,15
U03182,C266,2024-02,11.81,315,51171,3,9
U03183,C266,2024-03,19.19,196,51537,2,16
U03184,C266,2024-04,21.52,154,46952,4,14
U03185,C266,2024-05,20.81,258,47952,2,7
U03186,C266,2024-06,18.1,171,45263,2,12
U03187,C266,2024-07,17.26,310,43704,3,10
U03188,C266,2024-08,19.99,291,53241,2,17
U03189,C266,2024-09,15.15,271,48845,2,6
U03190,C266,2024-10,17.68,229,40800,2,12
U03191,C266,2024-11,18.69,292,49276,2,10
U03192,C266,2024-12,17.32,198,48904,2,7
U03193,C267,2024-01,9.14,196,25067,1,3
U03194,C267,2024-02,6.35,59,28382,0,5
U03195,C267,2024-03,5.57,214,30052,2,6
U03196,C267,2024-04,9.04,48,30026,1,4
U03197,C267,2024-05,7.63,227,27164,0,9
U03198,C267,2024-06,3.52,191,26993,1,6
U03199,C267,2024-07,6.18,129,37463,1,1
U03200,C267,2024-08,6.47,119,38353,2,6
U03201,C267,2024-09,4.46,201,32219,1,4
U03202,C267,2024-10,2.97,119,27613,1,7
U03203,C267,2024-11,4.66,159,23221,1,9
U03204,C267,2024-12,7.94,46,27728,1,8
U03205,C268,2024-01,36.76,220,85391,3,14
U03206,C268,2024-02,67.78,268,77606,5,16
U03207,C268,2024-03,76.02,313,85689,5,15
U03208,C268,2024-04,51.27,205,89271,5,6
U03209,C268,2024-05,51.19,343,78790,3,17
U03210,C268,2024-06,83.37,231,77221,6,16
U03211,C268,2024-07,68.0,135,83994,7,23
U03212,C268,2024-08,19.68,302,80516,3,23
U03213,C268,2024-09,44.45,243,90577,4,25
U03214,C268,2024-10,60.34,385,81284,4,19
U03215,C268,2024-11,64.37,183,91096,2,17
U03216,C268,2024-12,71.51,266,82084,6,21
U03217,C269,2024-01,7.11,153,25180,2,8
U03218,C269,2024-02,8.36,190,21325,2,5
U03219,C269,2024-03,7.45,113,21779,0,6
U03220,C269,2024-04,1.96,183,23267,0,4
U03221,C269,2024-05,6.65,186,35789,2,11
U03222,C269,2024-06,4.87,175,32115,2,3
U03223,C269,2024-07,1.68,155,29276,0,5
U03224,C269,2024-08,2.77,85,20517,0,5
U03225,C269,2024-09,0.99,13,37452,1,5
U03226,C269,2024-10,6.64,164,34358,0,1
U03227,C269,2024-11,3.85,99,33686,2,9
U03228,C269,2024-12,4.91,113,33985,3,9
U03229,C270,2024-01,63.55,250,84594,3,9
U03230,C270,2024-02,61.27,253,77586,8,13
U03231,C270,2024-03,60.51,269,76410,9,18
U03232,C270,2024-04,48.97,311,84338,6,13
U03233,C270,2024-05,62.7,239,85519,7,10
U03234,C270,2024-06,52.63,367,90588,10,15
U03235,C270,2024-07,45.77,332,79536,1,22
U03236,C270,2024-08,44.64,242,89175,4,16
U03237,C270,2024-09,37.33,253,87982,6,10
U03238,C270,2024-10,56.24,443,82659,2,17
U03239,C270,2024-11,72.27,214,72352,4,10
U03240,C270,2024-12,29.43,277,86656,4,15
U03241,C271,2024-01,22.31,263,51009,2,9
U03242,C271,2024-02,15.11,268,52236,2,10
U03243,C271,2024-03,14.82,227,53716,2,8
U03244,C271,2024-04,10.28,130,55350,1,10
U03245,C271,2024-05,15.42,157,55455,2,13
U03246,C271,2024-06,16.13,116,48077,2,7
U03247,C271,2024-07,13.51,261,57083,2,1
U03248,C271,2024-08,17.21,243,46105,3,12
U03249,C271,2024-09,20.58,278,52917,4,11
U03250,C271,2024-10,23.09,132,51680,0,2
U03251,C271,2024-11,18.76,192,46732,3,21
U03252,C271,2024-12,17.67,292,45362,1,11
U03253,C272,2024-01,7.31,63,29485,0,5
U03254,C272,2024-02,6.6,167,35013,1,10
U03255,C272,2024-03,7.15,123,27862,1,11
U03256,C272,2024-04,3.35,179,26471,0,5
U03257,C272,2024-05,4.83,82,28618,1,11
U03258,C272,2024-06,7.24,138,26189,2,4
U03259,C272,2024-07,6.35,54,29136,2,3
U03260,C272,2024-08,0.1,0,35599,1,4
U03261,C272,2024-09,4.92,25,24723,1,1
U03262,C272,2024-10,0.1,0,24171,0,0
U03263,C272,2024-11,0.1,20,23631,1,4
U03264,C272,2024-12,1.22,6,31012,0,0
U03265,C273,2024-01,4.37,199,35367,2,3
U03266,C273,2024-02,4.58,120,30615,0,10
U03267,C273,2024-03,4.44,98,30554,1,9
U03268,C273,2024-04,5.54,177,33642,1,8
U03269,C273,2024-05,4.85,125,30222,0,4
U03270,C273,2024-06,4.65,183,28757,0,7
U03271,C273,2024-07,7.89,139,26585,1,9
U03272,C273,2024-08,8.21,74,33017,3,0
U03273,C273,2024-09,6.1,176,27780,2,11
U03274,C273,2024-10,7.67,134,28317,1,0
U03275,C273,2024-11,4.61,142,31346,1,6
U03276,C273,2024-12,5.17,173,35319,1,4
U03277,C274,2024-01,16.78,211,51104,4,1
U03278,C274,2024-02,10.7,188,52604,3,12
U03279,C274,2024-03,8.49,151,46823,2,4
U03280,C274,2024-04,18.83,220,41291,4,18
U03281,C274,2024-05,11.14,139,52345,3,17
U03282,C274,2024-06,18.1,323,52007,1,5
U03283,C274,2024-07,21.52,149,44463,1,3
U03284,C274,2024-08,4.55,200,57074,1,9
U03285,C274,2024-09,21.64,227,53045,2,14
U03286,C274,2024-10,17.3,78,55208,2,10
U03287,C274,2024-11,17.91,313,48683,3,5
U03288,C274,2024-12,10.15,212,51763,4,6
U03289,C275,2024-01,19.66,207,53544,2,16
U03290,C275,2024-02,21.49,289,52113,3,11
U03291,C275,2024-03,19.03,245,53402,2,11
U03292,C275,2024-04,22.26,195,50571,3,13
U03293,C275,2024-05,20.07,336,57641,2,12
U03294,C275,2024-06,17.96,272,51881,2,17
U03295,C275,2024-07,20.57,199,51084,2,7
U03296,C275,2024-08,19.96,237,51453,4,19
U03297,C275,2024-09,24.54,210,54699,3,15
U03298,C275,2024-10,16.37,172,47756,1,13
U03299,C275,2024-11,19.3,301,54315,2,6
U03300,C275,2024-12,16.95,201,49865,3,7
U03301,C276,2024-01,70.93,338,86830,3,21
U03302,C276,2024-02,44.66,214,81290,3,12
U03303,C276,2024-03,77.99,190,84451,6,22
U03304,C276,2024-04,49.49,187,87316,6,11
U03305,C276,2024-05,43.59,298,86843,1,12
U03306,C276,2024-06,36.75,196,83898,3,15
U03307,C276,2024-07,52.97,187,81527,4,8
U03308,C276,2024-08,65.54,306,81226,4,8
U03309,C276,2024-09,26.4,323,84568,4,10
U03310,C276,2024-10,0.1,181,77427,7,3
U03311,C276,2024-11,27.63,74,78439,4,5
U03312,C276,2024-12,4.34,0,97252,4,1
U03313,C277,2024-01,18.91,260,45632,2,15
U03314,C277,2024-02,18.85,241,52677,2,14
U03315,C277,2024-03,16.15,165,49388,3,7
U03316,C277,2024-04,17.2,229,48876,2,16
U03317,C277,2024-05,17.29,92,43296,3,10
U03318,C277,2024-06,16.3,98,45018,3,9
U03319,C277,2024-07,10.72,167,51014,2,11
U03320,C277,2024-08,17.53,331,41966,1,6
U03321,C277,2024-09,20.08,249,55856,1,16
U03322,C277,2024-10,16.73,191,50406,2,11
U03323,C277,2024-11,21.55,149,47330,3,6
U03324,C277,2024-12,25.42,168,54609,1,13
U03325,C278,2024-01,15.77,219,48517,1,6
U03326,C278,2024-02,16.51,94,50681,1,12
U03327,C278,2024-03,11.87,311,53159,2,10
U03328,C278,2024-04,13.89,201,52012,1,9
U03329,C278,2024-05,8.08,157,60071,2,14
U03330,C278,2024-06,20.12,212,48993,2,6
U03331,C278,2024-07,16.78,176,52432,2,16
U03332,C278,2024-08,17.08,71,50170,1,14
U03333,C278,2024-09,0.81,95,56276,1,5
U03334,C278,2024-10,4.85,102,44912,1,3
U03335,C278,2024-11,7.05,0,51591,2,3
U03336,C278,2024-12,1.58,23,51423,4,3
U03337,C279,2024-01,46.19,214,73377,5,7
U03338,C279,2024-02,62.67,315,86684,0,24
U03339,C279,2024-03,61.21,222,85530,4,22
U03340,C279,2024-04,60.33,231,86999,3,22
U03341,C279,2024-05,35.96,329,84517,6,14
U03342,C279,2024-06,67.35,340,95779,5,24
U03343,C279,2024-07,74.85,327,77657,7,16
U03344,C279,2024-08,66.22,350,89678,6,13
U03345,C279,2024-09,70.82,255,84656,2,8
U03346,C279,2024-10,45.25,347,82264,0,14
U03347,C279,2024-11,61.25,267,72545,3,13
U03348,C279,2024-12,53.59,192,88044,8,17
